artist_name,track_name,album_name,album_release_year,danceability,speechiness,energy,loudness,liveness,valence,acousticness,instrumentalness,key_mode,tempo,time_signature,duration_ms
Townes Van Zandt,I'll Be Here in the Morning,For the Sake of the Song,1968,0.536,0.0274,0.381,-13.041,0.112,0.691,0.586,0,E major,86.529,4,166733
Townes Van Zandt,Sad Cinderella,For the Sake of the Song,1968,0.514,0.0269,0.331,-13.359,0.136,0.4,0.466,0,C major,94.203,3,282706
Townes Van Zandt,The Velvet Voices,For the Sake of the Song,1968,0.525,0.0297,0.467,-13.115,0.0831,0.596,0.347,0,D major,114.446,3,195333
Townes Van Zandt,All Your Young Servants,For the Sake of the Song,1968,0.559,0.034,0.324,-15.859,0.216,0.763,0.814,0,C major,119.339,3,179400
Townes Van Zandt,Talkin' Karate Blues,For the Sake of the Song,1968,0.586,0.049,0.394,-13.785,0.117,0.753,0.827,4.73e-5,D# major,89.791,4,187466
Townes Van Zandt,"Sixteen Summers, Fifteen Falls",For the Sake of the Song,1968,0.419,0.0331,0.425,-13.699,0.468,0.626,0.483,9.46e-6,C major,81.767,4,157186
Townes Van Zandt,For the Sake of the Song,For the Sake of the Song,1968,0.511,0.031,0.387,-11.028,0.162,0.556,0.4,0,C major,105.818,4,286906
Townes Van Zandt,Tecumseh Valley,For the Sake of the Song,1968,0.534,0.0349,0.422,-12.554,0.12,0.798,0.104,3.39e-5,D major,100.187,3,163013
Townes Van Zandt,Many a Fine Lady,For the Sake of the Song,1968,0.459,0.0292,0.279,-12.339,0.173,0.297,0.706,0,E major,94.93,3,233026
Townes Van Zandt,Quicksilver Daydreams of Maria,For the Sake of the Song,1968,0.576,0.0292,0.311,-13.367,0.132,0.489,0.8,0,D major,114.101,3,221266
Townes Van Zandt,Waitin' Around to Die,For the Sake of the Song,1968,0.605,0.0388,0.526,-11.994,0.139,0.54,0.348,2.35e-6,A minor,102.332,4,145586
Townes Van Zandt,I'll Be Here in the Morning,For the Sake of the Song,1968,0.528,0.0276,0.415,-12.047,0.0751,0.7,0.432,0,E major,86.515,4,166733
Townes Van Zandt,Sad Cinderella,For the Sake of the Song,1968,0.51,0.0274,0.35,-13.015,0.138,0.363,0.417,0,C major,94.272,3,282706
Townes Van Zandt,Velvet Voices,For the Sake of the Song,1968,0.524,0.0283,0.481,-12.973,0.0879,0.493,0.238,0,D major,114.522,3,195333
Townes Van Zandt,Talkin' Karate Blues,For the Sake of the Song,1968,0.576,0.0481,0.415,-13.306,0.203,0.726,0.718,4.35e-5,D# major,89.977,4,187466
Townes Van Zandt,All Your Young Servants,For the Sake of the Song,1968,0.561,0.0328,0.361,-14.281,0.112,0.799,0.783,0,C major,119.324,3,179400
Townes Van Zandt,"Sixteen Summers, Fifteen Falls",For the Sake of the Song,1968,0.349,0.0373,0.493,-11.616,0.491,0.623,0.153,0,C major,110.204,4,155053
